[Enchasable]Item: (0,2,12,0,0,1), unbind = 0, bind = 0
[Enchasable]Item: (0,2,12,0,0,2), unbind = 0, bind = 0
[Enchasable]Item: (0,2,12,0,0,3), unbind = 0, bind = 0
[Enchasable]Item: (0,2,12,0,0,4), unbind = 0, bind = 0
[Enchasable]Item: (0,2,12,0,0,5), unbind = 0, bind = 0
[Enchasable]Item: (0,2,12,0,0,6), unbind = 0, bind = 0
[Enchasable]Item: (0,2,12,0,0,7), unbind = 0, bind = 0
[Enchasable]Item: (0,2,12,0,0,8), unbind = 0, bind = 0
[Enchasable]Item: (0,2,12,0,0,9), unbind = 0, bind = 0
[Enchasable]Item: (0,2,12,0,0,10), unbind = 0, bind = 0
[Enchasable]Item: (0,2,10,18,0,10), unbind = 0, bind = 0
[Enchasable]Item: (0,2,10,12,0,10), unbind = 0, bind = 0
[Enchasable]Item: (0,2,10,11,0,10), unbind = 0, bind = 0
[Enchasable]Item: (0,2,10,10,0,10), unbind = 0, bind = 0
[Enchasable]Item: (0,2,10,20,0,10), unbind = 0, bind = 0
[Enchasable]Item: (0,2,10,21,0,10), unbind = 0, bind = 0
[Enchasable]Item: (0,2,10,25,0,10), unbind = 0, bind = 0
[Enchasable]Item: (0,2,10,24,0,10), unbind = 0, bind = 0
[Enchasable]Item: (0,2,10,22,0,10), unbind = 0, bind = 0
[Enchasable]Item: (0,2,10,26,0,10), unbind = 0, bind = 0
[Enchasable]Item: (0,2,10,27,0,10), unbind = 0, bind = 0
